nome,trabalho,renda_mensal,renda_anual,data_nascimento,idade,score_credito,possui_historico_inadimplencia,tempo_emprego_atual,valor_solicitado,prazo_pagamento,possui_outros_emprestimos,valor_outros_emprestimos,credito_aprovado,valor_aprovado
Bruno Novaes,Funcionário de Empresa Privada,5222.69,60278.63,26/04/1975,50,644,Não,19.2,6364.225892609213,48,Não,0.0,Sim,6147.84
Raul Machado,Empresário/Autônomo,14573.88,171619.37,09/01/2002,23,602,Não,5.0,50819.14209769494,6,Não,0.0,Sim,45889.69
Léo Machado,Funcionário de Empresa Privada,10541.32,133810.46,25/05/1981,44,452,Não,17.0,61517.58898355238,48,Sim,97825.8930968151,Não,0.0
Luigi da Luz,Estudante,1254.14,17531.27,04/09/1959,65,623,Sim,10.4,1871.319310400861,48,Sim,5620.021445510811,Não,0.0
Gustavo Nascimento,Outros,3500.46,46635.18,04/05/1985,40,668,Não,22.0,19790.60908088272,6,Não,0.0,Sim,19790.61
Arthur Miguel Macedo,Desempregado,200.15,2319.08,08/11/2000,24,618,Não,6.0,949.7760681890522,36,Não,0.0,Sim,880.44
Arthur Miguel Ramos,Empresário/Autônomo,28520.36,344900.38,24/08/1954,70,689,Não,6.4,85710.84711198807,12,Não,0.0,Sim,85710.85
Asafe da Cunha,Profissional Liberal,25054.81,289246.51,25/12/1984,40,407,Não,17.0,60886.95445208871,24,Não,0.0,Não,0.0
Maria Vitória da Cunha,Empresário/Autônomo,2146.71,26575.04,26/10/1988,36,466,Não,12.5,10430.20401351863,18,Sim,14128.478353458106,Não,0.0
Heitor Montenegro,Outros,1482.2,20052.05,24/08/1979,45,679,Não,23.5,4266.767374479574,18,Não,0.0,Sim,4266.77
Heitor Pereira,Empresário/Autônomo,2912.91,34652.01,25/02/1990,35,555,Não,7.3,2881.5102943706265,12,Não,0.0,Sim,2398.86
Marina da Conceição,Funcionário de Empresa Privada,9941.64,135852.49,16/06/1985,39,517,Não,12.4,52618.341888589035,24,Não,0.0,Sim,40805.52
Maria Vitória Jesus,Estudante,289.05,3754.59,26/05/1956,69,408,Não,26.5,556.5547032389628,12,Não,0.0,Não,0.0
Maria Eduarda Sousa,Funcionário de Empresa Privada,15076.32,203763.61,03/01/1977,48,408,Não,12.9,62794.0891774344,18,Não,0.0,Não,0.0
Davi Miguel Câmara,Empresário/Autônomo,47372.35,592141.77,07/02/1952,73,715,Não,6.8,76850.02720502116,48,Não,0.0,Sim,76850.03
Vitor Sales,Funcionário Público,6277.97,74089.56,31/03/2000,25,422,Não,7.0,6625.503540096256,12,Sim,28669.186915442588,Não,0.0
Carolina Moraes,Funcionário Público,16209.1,215178.11,04/11/1970,54,646,Não,36.0,18826.058991495283,48,Sim,170001.09107531095,Não,0.0
Rael Macedo,Profissional Liberal,13764.03,165493.77,18/06/1965,59,638,Não,22.7,77686.68500036398,6,Não,0.0,Sim,74346.16
Alexia Jesus,Funcionário Público,12375.22,165026.72,08/11/1973,51,356,Não,17.2,68002.18809813072,6,Não,0.0,Não,0.0
Dra. Isabella Fernandes,Empresário/Autônomo,24698.98,293403.0,20/12/1971,53,482,Não,8.9,29890.77822247518,6,Não,0.0,Não,0.0
Theodoro Lopes,Funcionário de Empresa Privada,11089.04,154930.56,04/09/1952,72,497,Não,36.8,1998.350949065258,6,Não,0.0,Não,0.0
Kaique Ferreira,Aposentado/Pensionista,4547.9,56268.93,07/09/1981,43,417,Não,25.0,9296.593332994862,36,Não,0.0,Não,0.0
Lavínia Nunes,Empresário/Autônomo,13333.87,162956.88,21/12/1982,42,740,Não,24.0,19639.037877713294,36,Não,0.0,Sim,19639.04
Dr. Samuel Leão,Desempregado,231.63,2717.43,14/01/1986,39,430,Não,21.0,579.9767364848606,6,Não,0.0,Não,0.0
Luiza Barros,Aposentado/Pensionista,5587.02,68305.82,12/03/1971,54,455,Não,10.2,30903.75507744726,6,Sim,18056.796355078997,Não,0.0
Thomas Moraes,Funcionário Público,3660.0,44458.97,10/06/1983,41,522,Sim,1.9,11005.037399947441,24,Não,0.0,Sim,8616.94
Dr. Joaquim Costela,Aposentado/Pensionista,5181.06,71428.43,21/03/1965,60,515,Sim,37.9,20936.745185055195,36,Não,0.0,Sim,16173.64
Vinícius Dias,Funcionário de Empresa Privada,12894.97,166104.18,27/02/1953,72,544,Não,12.6,67133.67535050705,18,Não,0.0,Sim,54781.08
Rafael Pereira,Funcionário de Empresa Privada,6948.95,90142.04,26/05/2002,23,548,Sim,5.0,23394.659861852317,36,Não,0.0,Sim,19230.41
Lucas Gabriel Ferreira,Funcionário de Empresa Privada,8802.96,106326.37,30/09/2004,20,387,Não,2.0,2315.0161833999873,12,Não,0.0,Não,0.0
Caroline Ferreira,Estudante,1881.7,24241.05,26/07/1986,38,681,Não,20.0,8182.650012199192,6,Não,0.0,Sim,8182.65
Rebeca Peixoto,Funcionário de Empresa Privada,1556.59,21273.93,17/02/1976,49,736,Não,31.0,4685.693930761971,12,Não,0.0,Sim,4685.69
Nathan Leão,Profissional Liberal,16614.44,217147.74,14/06/2001,23,462,Não,5.0,67644.42327283313,36,Sim,50946.520666829645,Não,0.0
Maria Eduarda das Neves,Empresário/Autônomo,31553.85,400520.02,12/11/1967,57,554,Não,27.6,7976.143846093042,60,Não,0.0,Sim,6628.18
Laís Fonseca,Funcionário Público,10667.35,126945.9,23/02/1971,54,763,Não,7.1,61058.79831836459,60,Não,0.0,Sim,61058.8
Arthur Duarte,Aposentado/Pensionista,3941.49,52896.33,19/02/1958,67,575,Não,33.2,17387.90248369388,24,Não,0.0,Sim,14997.07
Pedro Miguel Ribeiro,Funcionário de Empresa Privada,4622.26,57831.67,09/09/1999,25,623,Não,7.0,13387.825915755344,24,Não,0.0,Sim,12510.92
Felipe Santos,Estudante,2102.52,25342.56,03/03/1968,57,392,Não,14.3,2708.427902842817,12,Não,0.0,Não,0.0
Sarah Moura,Profissional Liberal,9653.93,118053.25,10/01/1984,41,596,Não,23.0,42287.47557426381,36,Não,0.0,Sim,37805.0
Henry Gabriel Fernandes,Desempregado,687.99,9257.29,02/06/1998,26,440,Não,8.0,2767.8477185180836,18,Não,0.0,Não,0.0
Dr. Mateus Oliveira,Funcionário Público,17124.06,213350.23,27/06/1957,67,410,Não,2.8,25216.499803261588,24,Sim,45193.156300591545,Não,0.0
Maria Flor Correia,Estudante,31.06,399.93,08/04/2003,22,423,Não,4.0,316.08262774672517,12,Não,0.0,Não,0.0
Aurora Ferreira,Profissional Liberal,12395.7,154995.74,03/12/2005,19,570,Não,1.0,14484.336263456342,60,Não,0.0,Sim,12384.11
Theodoro Gomes,Estudante,1863.75,23333.07,22/03/1945,80,767,Não,16.7,8147.933044257012,18,Sim,8351.753435205534,Não,0.0
Gustavo Henrique da Mota,Profissional Liberal,14677.22,201565.17,31/12/1994,30,427,Não,11.9,6579.836063744893,60,Não,0.0,Não,0.0
Srta. Zoe Pires,Funcionário de Empresa Privada,16875.46,216462.53,06/09/1950,74,802,Não,35.7,23421.699772700606,24,Sim,30078.150689585847,Sim,23421.7
Diogo Abreu,Empresário/Autônomo,5820.66,70642.93,20/09/1995,29,510,Não,11.0,8024.818619442089,36,Não,0.0,Sim,6138.99
Lorenzo Duarte,Funcionário Público,12571.62,150494.17,24/12/1983,41,502,Não,0.0,48423.12112725066,48,Não,0.0,Sim,36462.61
Vinícius Nunes,Funcionário de Empresa Privada,11778.23,156435.35,20/05/1977,48,678,Sim,22.7,24183.832219752858,24,Não,0.0,Sim,24183.83
Ísis Aparecida,Estudante,550.19,6807.62,22/12/1988,36,439,Sim,7.5,1482.1244528205943,60,Não,0.0,Não,0.0
Luísa Souza,Profissional Liberal,23566.04,291255.66,08/10/1954,70,538,Não,35.9,51729.21246109601,60,Não,0.0,Sim,41745.47
Luigi Moraes,Empresário/Autônomo,10023.78,135640.63,28/10/1971,53,635,Não,13.3,19898.377678451983,60,Não,0.0,Sim,18953.2
Dr. Asafe Duarte,Funcionário de Empresa Privada,7928.8,105206.93,20/12/2000,24,642,Não,6.0,3849.041273019799,48,Sim,16455.018319470975,Sim,3706.63
Sara Mendonça,Empresário/Autônomo,37471.54,493114.52,18/03/1949,76,596,Sim,33.0,23650.444325237444,48,Não,0.0,Sim,21143.5
Theodoro da Conceição,Profissional Liberal,4593.73,61160.19,25/06/1952,72,767,Não,39.1,29614.287633447715,48,Não,0.0,Sim,29614.29
Dante Borges,Aposentado/Pensionista,1403.74,18155.19,21/05/1972,53,463,Não,17.8,8664.231795477986,18,Não,0.0,Não,0.0
Dr. Luiz Miguel Machado,Profissional Liberal,13454.69,187661.84,03/01/1946,79,653,Não,37.1,90656.5578588778,6,Não,0.0,Sim,88798.1
Vinicius Moraes,Profissional Liberal,26304.39,318945.21,08/12/1979,45,527,Não,2.2,92722.05941706723,12,Não,0.0,Sim,73296.79
Julia Sousa,Funcionário de Empresa Privada,15833.84,204949.76,07/08/1969,55,671,Sim,18.3,17980.678225001062,36,Não,0.0,Sim,17980.68
Bryan Machado,Empresário/Autônomo,20533.45,255802.66,25/08/1999,25,461,Sim,7.0,69434.51916232538,48,Não,0.0,Não,0.0
Laís da Paz,Empresário/Autônomo,15475.31,190103.12,04/08/1996,28,369,Sim,10.0,74404.86427086343,24,Sim,83216.74762458837,Não,0.0
Davi Macedo,Funcionário de Empresa Privada,7882.57,109159.46,01/05/2003,22,302,Sim,4.0,37017.33641855776,18,Não,0.0,Não,0.0
Maria Alice Sales,Empresário/Autônomo,19150.71,229425.62,23/04/1951,74,432,Sim,20.2,40812.015531481455,24,Não,0.0,Não,0.0
Giovanna Carvalho,Funcionário de Empresa Privada,13592.35,181500.56,27/09/1974,50,290,Sim,22.9,49982.61427869215,36,Sim,74618.51907185388,Não,0.0
Cauê Abreu,Funcionário Público,17853.06,206744.48,05/06/1947,78,481,Não,10.3,46442.211601319614,48,Não,0.0,Não,0.0
Kamilly Aragão,Aposentado/Pensionista,4233.21,52629.7,21/07/1991,33,570,Não,15.0,24978.953288539622,36,Não,0.0,Sim,21357.01
Hellena da Mata,Estudante,750.75,9516.32,29/05/1992,32,491,Sim,14.0,3168.4849824795915,18,Não,0.0,Não,0.0
Dra. Bárbara Lima,Estudante,2435.49,33228.15,05/03/1958,67,471,Não,5.2,10397.917643865085,24,Não,0.0,Não,0.0
Ravy Pacheco,Aposentado/Pensionista,9366.29,118634.04,10/01/1955,70,851,Não,26.9,56153.71429537404,36,Não,0.0,Sim,56153.71
Eloah Martins,Profissional Liberal,17257.72,203435.05,01/02/1996,29,710,Não,11.0,86017.80479822894,48,Não,0.0,Sim,86017.8
Heitor da Cruz,Profissional Liberal,15847.31,190509.33,31/07/1965,59,755,Não,13.4,49105.96183531791,12,Não,0.0,Sim,49105.96
Luan Pinto,Funcionário de Empresa Privada,8578.47,101326.18,03/05/1951,74,689,Não,34.3,25390.071159027626,48,Sim,9640.52500342023,Sim,25390.07
Sr. Emanuel Silveira,Funcionário de Empresa Privada,2642.7,31861.67,19/11/1986,38,500,Não,1.0,9133.027414422686,24,Não,0.0,Sim,6849.77
Ágatha Teixeira,Estudante,900.36,12285.72,11/02/1948,77,547,Não,4.8,3147.9308254385874,12,Não,0.0,Sim,2582.88
José Mendonça,Outros,3523.34,46574.2,09/05/1998,27,313,Não,2.9,18567.755919584444,24,Não,0.0,Não,0.0
Rafaela Câmara,Empresário/Autônomo,30172.92,352191.3,21/07/1952,72,198,Sim,37.4,93689.91482780446,60,Não,0.0,Não,0.0
Sra. Sarah Vargas,Funcionário de Empresa Privada,7673.3,105754.66,07/09/1950,74,716,Não,24.0,13375.670807589553,48,Sim,4297.34291973784,Sim,13375.67
Vitor Moreira,Empresário/Autônomo,21218.25,255996.21,10/04/1988,37,371,Não,10.9,11353.172138739079,36,Sim,112856.70213636468,Não,0.0
Caleb da Rosa,Funcionário de Empresa Privada,13375.82,171812.8,13/10/1972,52,681,Não,27.6,58962.44015067518,24,Não,0.0,Sim,58962.44
Oliver Ferreira,Funcionário de Empresa Privada,7783.76,99476.92,26/04/1990,35,732,Não,12.4,35763.33447458462,24,Não,0.0,Sim,35763.33
Maitê Nogueira,Funcionário de Empresa Privada,8830.39,121954.65,14/05/1986,39,606,Não,20.4,45074.49686145425,60,Não,0.0,Sim,40972.72
Emanuelly Rios,Funcionário de Empresa Privada,5886.09,69795.24,19/09/1954,70,811,Não,17.3,1639.0963607917604,48,Não,0.0,Sim,1639.1
Luiz Henrique Peixoto,Empresário/Autônomo,3784.5,44720.73,31/08/2005,19,329,Sim,1.0,4102.975478904769,60,Não,0.0,Não,0.0
Brayan Ribeiro,Aposentado/Pensionista,1764.14,22541.67,25/03/1960,65,486,Sim,24.3,7891.4335262976965,12,Não,0.0,Não,0.0
Vinícius Pimenta,Aposentado/Pensionista,11975.57,147336.56,04/11/1952,72,528,Não,28.1,68824.11399336057,48,Não,0.0,Sim,54508.7
Lunna Lopes,Funcionário Público,12137.51,150263.44,12/01/1954,71,749,Não,9.2,45742.505876494644,18,Não,0.0,Sim,45742.51
Isabela Oliveira,Funcionário de Empresa Privada,19261.25,250315.73,07/07/1946,78,775,Não,17.8,87426.54990287138,60,Não,0.0,Sim,87426.55
Apollo Silva,Funcionário de Empresa Privada,1648.82,19737.48,24/05/1976,49,638,Sim,8.1,4149.7156120330155,36,Não,0.0,Sim,3971.28
Melissa Moura,Empresário/Autônomo,4873.64,58536.06,22/11/1960,64,635,Não,2.6,17894.426850247084,60,Sim,2600.3769222383225,Sim,17044.44
Nina Nogueira,Profissional Liberal,7598.6,101689.92,16/11/2006,18,458,Não,0.0,41333.258978094374,18,Não,0.0,Não,0.0
Rhavi Viana,Aposentado/Pensionista,5513.36,68609.89,05/06/2003,21,446,Não,3.0,32706.21882128426,24,Sim,38101.45878759994,Não,0.0
Ravi Monteiro,Funcionário de Empresa Privada,6197.25,78112.27,08/07/1999,25,469,Não,7.0,30988.557442763282,12,Não,0.0,Não,0.0
Sra. Clarice Moraes,Funcionário de Empresa Privada,5435.33,75706.68,26/12/1987,37,612,Não,19.0,31176.483194452405,12,Não,0.0,Sim,28620.01
Thiago da Rocha,Funcionário de Empresa Privada,6509.0,87360.09,22/05/1995,30,766,Não,6.6,28366.72791103005,60,Não,0.0,Sim,28366.73
Arthur Castro,Desempregado,681.96,9178.02,29/11/1993,31,268,Sim,7.0,3370.0527865247846,12,Não,0.0,Não,0.0
Dom Castro,Empresário/Autônomo,26019.79,350874.69,10/07/1976,48,762,Não,22.0,45193.189031477545,18,Não,0.0,Sim,45193.19
Ana Júlia Oliveira,Funcionário Público,9067.21,104747.67,16/08/1990,34,676,Não,16.0,30446.5177547161,24,Não,0.0,Sim,30446.52
Leonardo Andrade,Empresário/Autônomo,37103.71,460100.29,14/03/1962,63,468,Não,18.7,20044.682938763846,36,Sim,1536.4035194877706,Não,0.0
Sra. Ana Júlia da Costa,Funcionário de Empresa Privada,3624.27,47910.18,25/04/1981,44,230,Sim,26.0,21364.016492048606,18,Não,0.0,Não,0.0
Sra. Ana Laura da Cruz,Funcionário Público,19502.08,226961.67,25/01/1966,59,347,Sim,32.9,11128.64796838652,36,Não,0.0,Não,0.0
Daniel Melo,Funcionário de Empresa Privada,13947.13,189875.85,22/06/1959,65,743,Não,32.0,81918.67422957945,60,Não,0.0,Sim,81918.67
Noah Camargo,Funcionário de Empresa Privada,11283.96,151661.0,16/04/1952,73,305,Sim,12.8,53843.44484780543,12,Não,0.0,Não,0.0
Srta. Ana Clara Pereira,Funcionário Público,11041.14,127672.37,18/11/1947,77,747,Não,29.7,63775.69390952132,6,Sim,75625.29317596984,Não,0.0
Srta. Isabel Cirino,Funcionário de Empresa Privada,11304.57,133913.48,01/06/1980,44,600,Sim,26.0,12947.18294956895,60,Não,0.0,Sim,11652.46
Felipe Souza,Funcionário de Empresa Privada,11895.01,147746.12,28/09/1956,68,805,Não,36.6,9875.364609271179,12,Sim,35494.75575849581,Sim,9875.36
João da Mata,Aposentado/Pensionista,4906.85,63582.05,01/09/1990,34,550,Não,16.0,2540.5055206748875,60,Não,0.0,Sim,2095.92
Guilherme Oliveira,Funcionário Público,5676.41,67085.79,27/11/1969,55,377,Sim,37.0,23749.69324310038,6,Não,0.0,Não,0.0
Larissa Andrade,Estudante,45.76,597.74,07/02/1968,57,389,Não,15.3,309.13047482603486,36,Não,0.0,Não,0.0
Antônio Dias,Funcionário Público,14477.75,201429.48,02/09/1974,50,900,Não,26.1,47707.31939586512,18,Sim,44646.08088240176,Não,0.0
Bruno Vieira,Estudante,615.46,8274.19,23/05/1995,30,369,Não,2.0,804.9587822894633,60,Não,0.0,Não,0.0
Melissa Melo,Funcionário Público,10705.0,135158.41,25/10/1966,58,419,Não,18.8,60097.01406770131,60,Não,0.0,Não,0.0
Asafe Mendonça,Funcionário de Empresa Privada,1382.48,17257.09,02/04/1998,27,501,Sim,9.0,6807.301046818697,24,Sim,11219.589757605108,Não,0.0
Maria Sophia Casa Grande,Funcionário de Empresa Privada,9742.08,123595.52,20/02/1954,71,369,Sim,22.3,4726.984557138533,48,Não,0.0,Não,0.0
Hellena Ribeiro,Funcionário de Empresa Privada,10378.37,137608.98,24/08/1988,36,698,Não,18.0,25956.061760432818,36,Sim,28152.207597763845,Sim,18419.85
Pedro Miguel Nascimento,Funcionário de Empresa Privada,6014.43,81472.59,28/03/1976,49,789,Não,31.0,38319.94673305147,12,Não,0.0,Sim,38319.95
Maria Júlia Teixeira,Outros,2049.12,27985.34,22/06/2005,19,332,Sim,1.0,5851.321764073301,48,Não,0.0,Não,0.0
Maria Helena Rodrigues,Funcionário Público,13951.41,174495.94,11/11/1972,52,542,Não,7.9,21515.121493218678,18,Não,0.0,Sim,17491.79
Ana Luiza Pimenta,Empresário/Autônomo,11367.03,152789.27,17/11/1969,55,466,Não,25.2,22428.103476948978,12,Não,0.0,Não,0.0
Luiz Otávio Ramos,Profissional Liberal,23515.92,318187.69,14/09/1968,56,688,Não,21.8,81232.95229876791,48,Não,0.0,Sim,81232.95
Rodrigo Sousa,Funcionário Público,16890.91,200118.45,07/03/1971,54,500,Não,9.9,1940.7454767987197,12,Não,0.0,Sim,1455.56
José Pedro Monteiro,Profissional Liberal,7957.75,95986.11,10/04/1963,62,485,Não,29.4,36554.13389326679,18,Sim,28307.137861048097,Não,0.0
Emanuel Câmara,Empresário/Autônomo,23876.25,296271.7,28/10/1944,80,455,Não,17.8,52587.6637336888,18,Não,0.0,Não,0.0
Caio Pimenta,Aposentado/Pensionista,9485.33,127624.35,01/01/1973,52,682,Não,14.5,48935.567615560874,36,Não,0.0,Sim,48935.57
Lavínia Cardoso,Funcionário Público,2534.55,30110.77,27/03/1992,33,483,Não,14.2,7301.409784118687,6,Não,0.0,Não,0.0
Anna Liz da Rosa,Outros,2205.39,29272.33,30/03/1983,42,528,Não,12.8,13022.295865633378,60,Não,0.0,Sim,10313.66
Apollo Azevedo,Funcionário de Empresa Privada,9832.2,125027.43,22/11/1993,31,640,Não,13.0,49171.871457872054,18,Não,0.0,Sim,47205.0
Anna Liz Abreu,Empresário/Autônomo,11179.43,132306.63,19/04/1970,55,832,Não,35.0,27815.200657186157,24,Não,0.0,Sim,27815.2
Dr. Mateus Andrade,Profissional Liberal,3094.22,41931.17,24/09/1980,44,408,Sim,24.9,2015.541758694468,18,Não,0.0,Não,0.0
Eduardo Oliveira,Funcionário Público,13074.91,161685.25,19/05/1971,54,807,Não,34.6,13369.915374411954,60,Não,0.0,Sim,13369.92
Paulo Pimenta,Profissional Liberal,4727.88,61270.21,18/01/1945,80,619,Sim,30.0,1872.4470479403165,24,Não,0.0,Sim,1738.57
Camila Azevedo,Funcionário de Empresa Privada,9368.29,127674.89,10/07/1948,76,531,Não,2.5,57874.36157139275,36,Não,0.0,Sim,46096.93
Luiz Felipe Cassiano,Funcionário de Empresa Privada,2238.66,30148.27,08/02/1988,37,479,Não,19.0,545.661013124493,18,Não,0.0,Não,0.0
Bento Rocha,Estudante,8.14,105.25,23/09/1958,66,441,Não,3.1,389.8724157048017,48,Não,0.0,Não,0.0
Bruno Sousa,Empresário/Autônomo,18523.34,243429.07,12/06/1989,35,704,Não,17.0,75238.70098072478,18,Não,0.0,Sim,75238.7
Ana Carolina Moreira,Empresário/Autônomo,5652.19,70251.85,26/12/1951,73,720,Sim,23.8,20842.239702216164,36,Sim,54833.04866740531,Não,0.0
Sr. Danilo Pires,Aposentado/Pensionista,4592.96,56828.1,17/05/1995,30,497,Não,0.7,3643.6479500631494,48,Não,0.0,Não,0.0
Calebe da Rocha,Empresário/Autônomo,18484.52,229112.0,15/12/1955,69,498,Não,30.2,31580.965121136174,6,Não,0.0,Não,0.0
Isabella Carvalho,Funcionário de Empresa Privada,13265.0,169161.22,20/09/1965,59,538,Sim,8.2,33209.50310720585,36,Sim,84111.1421113352,Não,0.0
Luiz Miguel Fernandes,Empresário/Autônomo,45598.65,565431.86,25/07/1968,56,747,Não,9.9,97551.8106116067,24,Não,0.0,Sim,97551.81
Vitor Costela,Funcionário de Empresa Privada,4913.68,61289.23,18/09/1982,42,580,Não,22.2,29001.530360532346,18,Sim,46586.34990887334,Não,0.0
Henry Gabriel Moura,Empresário/Autônomo,8279.4,115457.44,15/04/1999,26,606,Não,8.0,9580.113112029412,24,Não,0.0,Sim,8708.32
Juan Machado,Empresário/Autônomo,24694.45,333384.26,27/02/1976,49,797,Não,29.3,8299.054692475853,60,Não,0.0,Sim,8299.05
Heloisa Câmara,Funcionário Público,6304.69,78777.22,29/12/1996,28,707,Não,10.0,11763.32659352269,24,Não,0.0,Sim,11763.33
Jade Vasconcelos,Funcionário de Empresa Privada,7377.9,101033.11,02/04/1989,36,635,Não,10.8,32021.077308962373,12,Não,0.0,Sim,30500.08
Vitor Gabriel Casa Grande,Outros,1229.45,16046.03,03/06/1983,41,509,Não,5.5,1797.563505893558,60,Sim,10534.211933966346,Não,0.0
Ana Macedo,Estudante,111.29,1296.77,03/12/1988,36,341,Sim,18.0,635.8761273458092,18,Não,0.0,Não,0.0
Antônio Freitas,Funcionário de Empresa Privada,6374.88,86615.47,04/09/2002,22,554,Não,4.0,4725.013089421159,12,Sim,68881.998560654,Não,0.0
Maria Luísa Mendes,Funcionário de Empresa Privada,13746.54,178968.01,23/04/1976,49,721,Sim,13.5,25511.233815062835,24,Não,0.0,Sim,25511.23
Natália Freitas,Funcionário de Empresa Privada,3344.42,43584.4,21/11/1987,37,707,Não,19.0,19812.514428837992,6,Não,0.0,Sim,19812.51
Luiz Otávio Câmara,Estudante,720.97,9020.0,01/09/1995,29,477,Não,11.0,1831.761369416786,12,Não,0.0,Não,0.0
Melina Peixoto,Funcionário de Empresa Privada,2690.26,32030.25,21/01/1987,38,692,Não,20.0,1068.1906125707999,12,Sim,16714.573938089598,Não,0.0
Júlia Fogaça,Funcionário de Empresa Privada,5156.22,68050.88,17/06/1997,27,452,Sim,9.0,24122.210227153904,24,Não,0.0,Não,0.0
Ana Vitória Lopes,Funcionário de Empresa Privada,2877.97,38192.28,25/03/1991,34,355,Não,1.5,2299.2138897767645,36,Não,0.0,Não,0.0
Emilly Santos,Profissional Liberal,29469.35,359506.21,05/06/1957,68,527,Não,39.9,22336.03755022309,60,Não,0.0,Sim,17656.64
Rhavi Fogaça,Empresário/Autônomo,33216.01,447934.56,30/10/1970,54,658,Sim,26.0,79977.2546575672,18,Não,0.0,Sim,78937.55
Ísis Campos,Aposentado/Pensionista,3233.94,41730.63,10/03/1964,61,711,Não,7.3,8252.527517621756,12,Não,0.0,Sim,8252.53
Leandro Silva,Funcionário de Empresa Privada,13108.51,178876.41,01/12/1967,57,776,Não,32.8,27709.38315544523,36,Não,0.0,Sim,27709.38
Dante Vasconcelos,Aposentado/Pensionista,1143.74,13705.44,04/05/1994,31,779,Não,13.0,2470.5560416569615,60,Sim,9103.022772882421,Não,0.0
Sr. Fernando Ribeiro,Funcionário de Empresa Privada,16220.91,210988.44,18/11/1953,71,475,Sim,30.7,9372.897634264578,12,Sim,157537.86891130556,Não,0.0
Maria Julia Azevedo,Funcionário de Empresa Privada,18049.16,208912.92,18/07/1961,63,638,Não,3.9,17640.95483626785,24,Não,0.0,Sim,16882.39
Gael Henrique Camargo,Empresário/Autônomo,19178.51,243770.48,11/11/1964,60,444,Sim,35.8,82885.7557387889,6,Sim,104880.21357352227,Não,0.0
Ágatha Marques,Funcionário Público,6291.08,79453.19,13/11/1985,39,703,Não,21.0,25003.707382146815,60,Sim,61225.3865999929,Não,0.0
Elisa Ramos,Funcionário de Empresa Privada,18375.14,225771.01,23/07/1959,65,567,Não,13.8,79402.71838961315,36,Não,0.0,Sim,67532.01
Bento Cavalcanti,Profissional Liberal,21194.75,258676.2,13/11/1982,42,687,Não,24.0,81826.36071100697,18,Sim,137197.11822888028,Não,0.0
Melina Montenegro,Funcionário Público,6912.63,94599.66,10/05/1969,56,693,Não,1.4,25711.157522329962,6,Não,0.0,Sim,25711.16
Asafe Costela,Funcionário Público,6401.46,81377.75,09/11/1975,49,580,Não,6.5,32415.72861894286,6,Não,0.0,Sim,28201.68
Srta. Alexia Jesus,Funcionário Público,4953.49,67440.11,30/05/1983,42,486,Não,12.1,10653.574375369588,12,Sim,44862.69998015075,Não,0.0
Manuella Montenegro,Empresário/Autônomo,16473.75,195931.09,25/07/1986,38,425,Não,11.0,32686.584787010856,48,Não,0.0,Não,0.0
Daniela Pereira,Funcionário Público,4268.23,56756.14,21/11/1983,41,401,Não,23.0,27993.78415442048,18,Sim,31679.005712808816,Não,0.0
Stephany Moura,Funcionário de Empresa Privada,8340.85,107447.39,02/06/1983,41,436,Não,23.0,15244.312589717367,48,Não,0.0,Não,0.0
Dra. Zoe Sales,Funcionário de Empresa Privada,5526.89,69854.8,12/01/1997,28,677,Não,10.0,9662.36849058931,48,Não,0.0,Sim,9662.37
Sofia da Cunha,Funcionário de Empresa Privada,2570.12,31445.09,30/07/1955,69,377,Não,7.7,15163.821824643917,36,Não,0.0,Não,0.0
Srta. Ana Júlia da Cruz,Funcionário de Empresa Privada,3925.97,49674.27,05/06/1997,27,346,Sim,9.0,21717.033879761122,12,Não,0.0,Não,0.0
Maria Eduarda Abreu,Profissional Liberal,16899.93,231450.23,26/12/1949,75,593,Não,38.3,31307.366767311218,6,Não,0.0,Sim,27847.9
Augusto Nascimento,Funcionário Público,20419.82,257068.23,22/02/1949,76,572,Não,37.0,27402.10623337735,24,Sim,7526.104668700398,Sim,23511.01
Maria Julia Barros,Aposentado/Pensionista,6685.75,88274.8,18/02/1977,48,330,Sim,14.3,40996.08137953289,60,Não,0.0,Não,0.0
Sr. Dom Gomes,Profissional Liberal,13186.39,177763.28,23/02/1990,35,644,Não,11.2,31751.599041193916,48,Não,0.0,Sim,30672.04
Ian Dias,Funcionário de Empresa Privada,8849.75,118891.21,12/10/1999,25,698,Não,7.0,30622.14637985049,24,Sim,17646.642912085674,Sim,28424.91
Letícia da Conceição,Aposentado/Pensionista,11036.3,149382.99,19/12/1949,75,619,Não,4.2,34149.53520174469,24,Não,0.0,Sim,31707.84
Maria Alice Pacheco,Outros,2358.04,27707.4,11/07/1976,48,748,Não,14.4,11994.107304360143,18,Não,0.0,Sim,11994.11
Sra. Cecilia Câmara,Empresário/Autônomo,4416.01,52658.87,24/02/1975,50,762,Não,21.6,4875.074523658384,60,Sim,17526.26334931847,Não,0.0
Emilly Câmara,Aposentado/Pensionista,1045.99,12731.88,09/11/2002,22,391,Sim,4.0,5305.374546104424,60,Sim,9399.380262083914,Não,0.0
Letícia Araújo,Empresário/Autônomo,50554.64,656976.13,27/04/1946,79,494,Sim,34.3,31340.679513897554,18,Sim,184951.10615679936,Não,0.0
Jade Fogaça,Funcionário Público,8654.87,106963.69,24/01/1989,36,653,Sim,4.5,41909.75728852213,48,Não,0.0,Sim,41050.61
